l_ukrainian:
 FAVORSGAINED_TITLE: "Накопичено прихильність"
 MISSSUCC_5: "у єдину істинну віру!"
 MISSSUCC_6: "$EXTRA$"
 MISSSUCC_LOG: "Ми навернули провінцію $PROV$ у державну релігію."
 MISSSUCC_BTN1: "Гаразд"
 MISSSUCC_BTN2: "Гаразд"
 MISSSUCC_BTN3: "Перейти"
 MISSSUCC_MAP: ""
 MISSFAIL_SETUP: "Ми не можемо навернути провінцію у державну релігію"
 MISSFAIL_HEADER: "$MESSENGER$"
 MISSFAIL_1: "Навернення не вдалося!"
 MISSFAIL_2: "$MONARCHTITLE$, ми не змогли"
 MISSFAIL_3: "навернути в істинну віру"
 MISSFAIL_4: "єретиків провінції"
 MISSFAIL_5: "$PROV$."
 MISSFAIL_6: "Вони так і не стали на істинний шлях, і не відкинули свої єретичні переконання."
 MISSFAIL_LOG: "Ми не змогли навернути провінцію $PROV$ у істинну віру."
 MISSFAIL_BTN1: "Неприємно"
 MISSFAIL_BTN2: "Неприємно"
 MISSFAIL_BTN3: "Перейти"
 MISSFAIL_MAP: ""
 COURT_ADM: "Здібності до керування: §Y$VALUE$§W"
 COURT_MIL: "Військові здібності: §Y$VALUE$§W"
 COURT_DIP: "Дипломатичні здібності: §Y$VALUE$§W"
 CVIEW_RANK: "Наше місце серед інших держав: §Y$VALUE$§W"
 ATTACKTHEM_TITLE: "Початок битви"
 ATTACKTHEM_SETUP: "Наша армія атакує ворога"
 ATTACKTHEM_HEADER: "$MESSENGER$"
 ATTACKTHEM_1: "Ми вступили в бій!"
 ATTACKTHEM_2: "$MONARCHTITLE$, наша славна армія атакувала ворога в провінції"
 ATTACKTHEM_3: "$PROV$."
 ATTACKTHEM_4: "Боягузливі війська держави"
 ATTACKTHEM_5: "$DEFENDER$"
 ATTACKTHEM_6: "будуть знищені під нашим натиском!"
 ATTACKTHEM_LOG: "Ми атакували ворога в провінції $PROV$."
 ATTACKTHEM_BTN1: "Гаразд"
 ATTACKTHEM_BTN2: "Гаразд"
 ATTACKTHEM_BTN3: "Перейти"
 ATTACKTHEM_MAP: ""
 ATTACKUS_TITLE: "Початок битви"
 ATTACKUS_SETUP: "Нашу армію атакує супротивник"
 ATTACKUS_HEADER: "$MESSENGER$"
 ATTACKUS_1: "Нашу армію атаковано!"
 ATTACKUS_2: "$MONARCHTITLE$, наша славна армія була атакована в провінції"
 ATTACKUS_3: "$PROV$."
 ATTACKUS_4: "Боягузливі війська держави"
 ATTACKUS_5: "$ATTACKER$"
 ATTACKUS_6: "загинуть на списах наших воїнів!"
 ATTACKUS_LOG: "Ми були атаковані в провінції $PROV$."
 ATTACKUS_BTN1: "Гаразд"
 ATTACKUS_BTN2: "Гаразд"
 ATTACKUS_BTN3: "Перейти"
 ATTACKUS_MAP: ""
 SIEGEUS_TITLE: "Початок облоги"
 SIEGEUS_SETUP: "Держава починає облогу нашої фортеці"
 SIEGEUS_HEADER: "$MESSENGER$"
 SIEGEUS_1: "Наша фортеця в облозі!"
 SIEGEUS_2: "$MONARCHTITLE$, наша могутня фортеця у провінції"
 SIEGEUS_3: "$PROV$ перебуває в облозі!"
 SIEGEUS_4: "Однак ми не відчуваємо страху: облога держави"
 SIEGEUS_5: "$ATTACKER$"
 SIEGEUS_6: "розіб'ється об наші стіни, як океанські хвилі об скелі!"
 SIEGEUS_LOG: "Наша фортеця у провінції $PROV$ під облогою військ держави $ATTACKER$."
 SIEGEUS_BTN1: "Гаразд"
 SIEGEUS_BTN2: "Гаразд"
 SIEGEUS_BTN3: "Перейти"
 SIEGEUS_MAP: ""
 SIEGETHEM_TITLE: "Початок облоги"
 SIEGETHEM_SETUP: "Ми починаємо облогу фортеці"
 SIEGETHEM_HEADER: "$MESSENGER$"
 SIEGETHEM_1: "Фортеця в облозі!"
 SIEGETHEM_2: "$MONARCHTITLE$, ми почали облогу слабкої фортеці в провінції"
 SIEGETHEM_3: "$PROV$."
 SIEGETHEM_4: "Незабаром наші війська проб'ють пролом у їхніх стінах, і повністю знищать армію держави"
 SIEGETHEM_5: "$DEFENDER$."
 SIEGETHEM_6: "У них немає вибору: вони здадуться або будуть перебиті!"
 SIEGETHEM_LOG: "Ми почали облогу фортеці в провінції $PROV$."
 SIEGETHEM_BTN1: "Гаразд"
 SIEGETHEM_BTN2: "Гаразд"
 SIEGETHEM_BTN3: "Перейти"
 SIEGETHEM_MAP: ""
 LANDBATTLEOVER_TITLE: "Завершення бою"
 LANDBATTLEOVER_SETUP: "Бій на суші закінчується"
 LANDBATTLEOVER_HEADER: "$MESSENGER$"
 LANDBATTLEOVER_1: "$NAME$"
 LANDBATTLEOVER_2: "$MONARCHTITLE$, наша держава $RESULT$"
 LANDBATTLEOVER_3: "бій у провінції $NAME$!"
 LANDBATTLEOVER_4: "У битві втрачено наших військ: $USLOSS$ з $USNUM$."
 LANDBATTLEOVER_5: "Держава $OTHER$"
 LANDBATTLEOVER_6: "$OTHERRESULT$ бій. Їхні втрати склали: $THEIRLOST$ з $THEIRNUM$."
 LANDBATTLEOVER_LOG: "Наша держава $RESULT$ бій у провінції $NAME$."
 LANDBATTLEOVER_BTN1: "Зрозуміло"
 LANDBATTLEOVER_BTN2: "Зрозуміло"
 LANDBATTLEOVER_BTN3: "Перейти"
 LANDBATTLEOVER_MAP: ""
 RESULT_LOSS: "програла"
 RESULT_WON: "виграла"
 SIEGEOVER_TITLE: "Завершення облоги"
 SIEGEOVER_SETUP: "Облога завершена"
 SIEGEOVER_HEADER: "$MESSENGER$"
 SIEGEOVER_1: "Облогу завершено!"
 SIEGEOVER_2: "$MONARCHTITLE$, наша держава"
 SIEGEOVER_3: "$RESULT$ облогу: $NAME$!"
 SIEGEOVER_4: "Облога тривала протягом $TIME$ дн., але потім опір гарнізону було зломлено внаслідок $REASON$. Тепер провінцію контролює держава"
 SIEGEOVER_5: "$WINNER$."
 SIEGEOVER_6: "Гарнізон $RESDESC$"
 SIEGEOVER_LOG: "Наша держава $RESULT$ облогу: $NAME$."
 SIEGEOVER_BTN1: "Зрозуміло"
 SIEGEOVER_BTN2: "Зрозуміло"
 SIEGEOVER_BTN3: "Перейти"
 SIEGEOVER_MAP: ""
 OCCUPATIONOVER_TITLE: "Провінцію окуповано"
 OCCUPATIONOVER_SETUP: "Окуповано провінцію, яка не має форту"
 OCCUPATIONOVER_HEADER: "$MESSENGER$"
 OCCUPATIONOVER_1: "Держава $WINNER$ окупувала провінцію $PROV$"
 OCCUPATIONOVER_2: "$MONARCHTITLE$, провінція $PROV$ була окупована військами держави"
 OCCUPATIONOVER_3: "$WINNER$."
 OCCUPATIONOVER_4: "$WETHEY$ отримали контроль над провінцією."
 OCCUPATIONOVER_5: ""
 OCCUPATIONOVER_6: ""
 OCCUPATIONOVER_LOG: "Держава $WINNER$ окупувала провінцію $PROV$."
 OCCUPATIONOVER_BTN1: "Ну що ж..."
 OCCUPATIONOVER_BTN2: "Ну що ж..."
 OCCUPATIONOVER_BTN3: "Перейти"
 OCCUPATIONOVER_MAP: "" 
 SIEGE_REASON_DESC_KILL: "було повністю винищено."
 SIEGE_REASON_DESC_LIVE: "було відпущено, вони зберегли свої прапори та зброю."
 SIEGE_ASSAULT: "штурму"
 WE: "ми"
 WE_CAP: "Ми"
 NAVALBATTLEOVER_TITLE: "Завершення морської битви"
 NAVALBATTLEOVER_SETUP: "Бій на морі завершився"
 NAVALBATTLEOVER_HEADER: "$MESSENGER$"
 NAVALBATTLEOVER_1: "$NAME$"
 NAVALBATTLEOVER_2: "$MONARCHTITLE$, наша держава"
 NAVALBATTLEOVER_3: "$RESULT$ бій у провінції: $NAME$!"
 NAVALBATTLEOVER_4: "Флот держави $OTHER$"
 NAVALBATTLEOVER_5: "$OTHERRESULT$"
 NAVALBATTLEOVER_6: "Ми втратили кораблів: $SHIPS$, втрати супротивника: $THEIRSHIP$. $WINNER$ флот також захопив кораблі: $CAPTURE$."
 NAVALBATTLEOVER_LOG: "Наша держава $RESULT$ морський бій у провінції $NAME$."
 NAVALBATTLEOVER_BTN1: "Зрозуміло"
 NAVALBATTLEOVER_BTN2: "Зрозуміло"
 NAVALBATTLEOVER_BTN3: "Перейти"
 NAVALBATTLEOVER_MAP: ""
 CHATMESSAGE_TITLE: "Повідомлення в чаті"
 CHATMESSAGE_SETUP: "Ми отримуємо повідомлення в чаті"
 CHATMESSAGE_HEADER: "Нове повідомлення!"
 CHATMESSAGE_1: "Вхідне повідомлення"
 CHATMESSAGE_2: ""
 CHATMESSAGE_3: "$TEXT$"
 CHATMESSAGE_4: ""
 CHATMESSAGE_5: ""
 CHATMESSAGE_6: ""
 CHATMESSAGE_LOG: "$TEXT$"
 CHATMESSAGE_BTN1: "Гаразд"
 CHATMESSAGE_BTN2: "Гаразд"
 CHATMESSAGE_BTN3: "Перейти"
 CHATMESSAGE_MAP: ""
 NEWIDEAWE_SETUP: "Ми приймаємо нову ідею"
 NEWIDEAWE_HEADER: "$MESSENGER$"
 NEWIDEAWE_1: "Нова ідея!"
 NEWIDEAWE_2: "$MONARCHTITLE$, наше суспільство продовжує рухатися по шляху прогресу, і в якості проміжного результату"
 NEWIDEAWE_3: "ми прийняли"
 NEWIDEAWE_4: "нову ідею:"
 NEWIDEAWE_5: "$IDEA$."
 NEWIDEAWE_6: "З цього моменту наша нація карбуватиме свій шлях в історії по-новому."
 NEWIDEAWE_LOG: "Ми прийняли нову ідею: '$IDEA$'."
 NEWIDEAWE_BTN1: "Гаразд"
 NEWIDEAWE_BTN2: "Гаразд"
 NEWIDEAWE_BTN3: "Перейти"
 NEWIDEAWE_MAP: ""
 NEWIDEAOTHER_SETUP: "Інша держава ухвалює нову ідею"
 NEWIDEAOTHER_HEADER: "Вісник держави"
 NEWIDEAOTHER_1: "$COUNTRY$"
 NEWIDEAOTHER_2: " повідомляє, що їхнє суспільство продовжує розбудовуватися, і що"
 NEWIDEAOTHER_3: "вони прийняли"
 NEWIDEAOTHER_4: "нову ідею:"
 NEWIDEAOTHER_5: "$IDEA$."
 NEWIDEAOTHER_6: "З цього моменту їхня нація карбуватиме свій шлях в історії по-новому."
 NEWIDEAOTHER_LOG: "Держава $COUNTRY$ прийняла нову ідею: '$IDEA$'."
 NEWIDEAOTHER_BTN1: "Гаразд"
 NEWIDEAOTHER_BTN2: "Гаразд"
 NEWIDEAOTHER_BTN3: "Перейти"
 NEWIDEAOTHER_MAP: ""
 NEWFOGWE_TITLE: "Зміна уряду"
 NEWFOGWE_SETUP: "Ми міняємо форму правління"
 NEWFOGWE_HEADER: "$MESSENGER$"
 NEWFOGWE_1: "Новий уряд!"
 NEWFOGWE_2: "$MONARCHTITLE$, наша нація вступає в нову еру свого розвитку, позаяк ми вибрали нову"
 NEWFOGWE_3: "форму правління."
 NEWFOGWE_4: "Тепер ми керуємося засадами форми правління"
 NEWFOGWE_5: "$FOG$."
 NEWFOGWE_6: "З цього моменту наша нація карбуватиме свій шлях в історії по-новому."
 NEWFOGWE_LOG: "Ми ввели нову форму правління: $FOG$."
 NEWFOGWE_BTN1: "Гаразд"
 NEWFOGWE_BTN2: "Гаразд"
 NEWFOGWE_BTN3: "Перейти"
 NEWFOGWE_MAP: ""
 NEWFOGOTHER_TITLE: "Зміна уряду"
 NEWFOGOTHER_SETUP: "Інша держава міняє форму правління"
 NEWFOGOTHER_HEADER: "Вісник держави"
 NEWFOGOTHER_1: "$COUNTRY$"
 NEWFOGOTHER_2: " повідомляє, що їх нація вступила в нову еру свого розвитку, вибравши нову"
 NEWFOGOTHER_3: "форму правління."
 NEWFOGOTHER_4: "Тепер вони керуються засадами форми правління"
 NEWFOGOTHER_5: "$FOG$."
 NEWFOGOTHER_6: "З цього моменту їх нація карбуватиме свій шлях в історії по-новому."
 NEWFOGOTHER_LOG: "Держава $COUNTRY$ ввела нову форму правління: $FOG$."
 NEWFOGOTHER_BTN1: "Гаразд"
 NEWFOGOTHER_BTN2: "Гаразд"
 NEWFOGOTHER_BTN3: "Перейти"
 NEWFOGOTHER_MAP: ""
 INHERITWE_TITLE: "Успадкування держави"
 INHERITWE_SETUP: "Ми успадковуємо трон іншої держави"
 INHERITWE_HEADER: "$MESSENGER$"
 INHERITWE_1: "Успадковано трон!"
 INHERITWE_2: "$MONARCHTITLE$, Ваша чарівність, безумовно, творить дива! Завдяки Вам, ми"
 INHERITWE_3: "успадкували"
 INHERITWE_4: "трон держави"
 INHERITWE_5: "$INHERITED$."
 INHERITWE_6: "Чарівність і краса іноді такі ж ефективні, як і гармати."
 INHERITWE_LOG: "Ми успадкували трон держави $INHERITED$."
 INHERITWE_BTN1: "Гаразд"
 INHERITWE_BTN2: "Гаразд"
 INHERITWE_BTN3: "Перейти"
 INHERITWE_MAP: ""
 INHERITOTHER_TITLE: "Успадкування держави"
 INHERITOTHER_SETUP: "Одна держава успадковує трон іншої"
 INHERITOTHER_HEADER: "Вісник держави"
 INHERITOTHER_1: "$COUNTRY$"
 INHERITOTHER_2: " повідомляє, що вони"
 INHERITOTHER_3: "успадкували"
 INHERITOTHER_4: "трон держави"
 INHERITOTHER_5: "$INHERITED$."
 INHERITOTHER_6: "Чарівність і краса іноді такі ж ефективні, як і гармати."
 INHERITOTHER_LOG: "Держава $COUNTRY$ успадкувала трон держави $INHERITED$."
 INHERITOTHER_BTN1: "Гаразд"
 INHERITOTHER_BTN2: "Гаразд"
 INHERITOTHER_BTN3: "Перейти"
 INHERITOTHER_MAP: ""
 UNIONWEMASTER_TITLE: "Створення унії"
 UNIONWEMASTER_SETUP: "Ми стаємо старшим партнером при створенні особистої унії"
 UNIONWEMASTER_HEADER: "$MESSENGER$"
 UNIONWEMASTER_1: "Особиста унія!"
 UNIONWEMASTER_2: "$MONARCHTITLE$, ми утворили особисту унію з державою"
 UNIONWEMASTER_3: "$INHERITED$."
 UNIONWEMASTER_4: "Вони заприсяглися нам в абсолютній вірності, дозволивши нам керувати нашими націями як однією державою."
 UNIONWEMASTER_5: "Таке могло відбутися тільки за велінням Бога!"
 UNIONWEMASTER_6: "Двома нашими державами тепер править наш славний монарх."
 UNIONWEMASTER_LOG: "Держава $INHERITED$ підкорилася нам при створенні особистої унії з нашою державою."
 UNIONWEMASTER_BTN1: "Гаразд"
 UNIONWEMASTER_BTN2: "Гаразд"
 UNIONWEMASTER_BTN3: "Перейти"
 UNIONWEMASTER_MAP: ""
 UNIONWELESSER_TITLE: "Створення унії"
 UNIONWELESSER_SETUP: "Ми стаємо молодшим партнером у особистій унії"
 UNIONWELESSER_HEADER: "$MESSENGER$"
 UNIONWELESSER_1: "Особиста унія!"
 UNIONWELESSER_2: "$MONARCHTITLE$, хоч ми й не бажали такого результату, ми"
 UNIONWELESSER_3: "змушені присягнути на вірність"
 UNIONWELESSER_4: "монархові держави"
 UNIONWELESSER_5: "$COUNTRY$."
