l_ukrainian:
 # Country formation decisions
 TTS:0 "Дві Сицилії"
 NZL_company_desc:0 "Prior to the New Zealand company promoting the idyllic life provided by Zealandia, colonisation of the island was slow and stagnant. But, with the guidance of the New Zealand Company, hordes of settlers from across the Old World came to Zealandia for a new and better life. By continuing to promote our nation as a beacon of the colonial dream, we may spread ourselves across the Pacific with hordes of new colonists seeking refuge and opportunity within our state!"
 NZL_rejecting_australia:0 "Rejecting the Australia Constitution"
 NZL_rejecting_australia_desc:0 "Our small nation was once offered the opportunity to join the colonists in Australia as their subject, but through democracy alone, the people made the right choice and maintained the independence of Zealandia for all time. By continuing to reject and resist any attempts to subjugate our people, we shall persevere."
 NZL_pokarekare_ana:0 "Pokarekare Ana"
 NZL_pokarekare_ana_desc:0 "Pokarekare ana, nga wai o Waiapu\nWhiti atu koe hine, marino ana e.\nE hine e, hoki mai ra\nKa mate ahau i te aroha e.\n\nThis song speaks of the long journey a soldier must take before returning to his wife and love. We must not waste young men’s lives in wasteful wars and devote ourselves to the continued peace and tranquillity in the Land of the Long White Cloud."
 ALA_ideas:0 "Alaskanі ідеї"
 ALA_ideas_start:0 "Alaskanі традиції"
 ALA_ideas_bonus:0 "Alaskanі амбіції"
 ALA_endurance:0 "Aleutian Endurance"
 ALA_endurance_desc:0 "The Aleut people live in Alaska’s far north and have been in this harsh cold land for millennia and have survived these harsh conditions through ingenious fishing and heating methods. By emulating the survival tactics of the native Alaskan peoples, we too may make the most out of our cold unforgiving home."
 ALA_hard_push_east:0 "The Hard Push East"
 ALA_hard_push_east_desc:0 "Unlike many European settlements in America’s far west, Alaska was approached from the East by sea. Though many would have dismissed Alaska as useless arctic wastes, our overlord wisely took note of the beauty and opportunity our unlikely home presented and soon adapted to our somewhat difficult lifestyle."
 ALA_secretary_icebox:0 "The Secretary's Icebox"
 ALA_secretary_icebox_desc:0 "Even though Alaskan lands were purchased at a ridiculously low price, costing a mere 2 cents per acre, the purchase of Alaska was ridiculed as being the “Secretary’s Icebox”, mocking the ministers who purchased our lands. What those short-sighted fools failed to recognise was the hidden value of Alaska and its resources, and even now, we are underestimated by our rivals."
 ALA_bear_hunting:0 "Bear Hunting"
 ALA_bear_hunting_desc:0 "It gets awfully cold and boring up here in the far northern reaches of Alaska. One activity both commoners and the ruling class alike enjoy is the activity of strolling out into the wilderness with a rifle and blasting hell into some unsuspecting animals! This activity has indirectly made our people expert marksmen, an incredibly useful skill in times of war!"
 ALA_diversity:0 "Alaskan Religious Diversity"
 ALA_diversity_desc:0 "Our colony has been subject to several overlords and has attracted settlers from all across the pacific and the heartland of the Americas. As such, from Anchorage to Juneau, our people pray to God each in their own unique way and we would do well to continue to allow our people the religious freedom that has shaped Alaska into a religious free haven."
 ALA_navy:0 "Alaskan Navy"
 ALA_navy_desc:0 "Anchorage, Navy Town, and many other cities along the coasts of Alaska celebrate our maritime traditions. From the sea we hunt the fish and whales vital for our continued survival and growth, and along the shoreline the Alaskan coast-guard protects our people from Pacific invaders. All across the country, our people heed the call of the sea and flock to our ports to serve the Alaskan navy."
 ALA_beauty:0 "The Beauty of Alaska"
 ALA_beauty_desc:0 "Our home is famous for its breathtaking landscapes both along the arctic coastline and deep in the uninhabited mountain range. Most people would avoid visiting anywhere frigid and unforgiving, but Alaska is unique in its natural beauty and appeal to settlers and tourists alike."
 CSC_ideas:0 "Cascadianі ідеї"
 CSC_ideas_start:0 "Cascadianі традиції"
 CSC_ideas_bonus:0 "Cascadianі амбіції"
 CSC_melting_pot:0 "Cascadian Melting Pot"
 CSC_melting_pot_desc:0 "The location of Cascadia along the West coast of the Americas has made the region the ideal immigration target for settlers from both Asia and Europe. Its geographical accessibility to Asia and the presence of opportunistic Europeans has made Cascadia a unique melting pot between the East and the West."
 CSC_chinook_jargon:0 "Chinook Jargon"
 CSC_chinook_jargon_desc:0 "Unlike many other ruthless colonisers, we Cascadians understand the value to be found in trading and cooperating with our native people, even if a little exploitation here and there is necessary to securing a good deal. By developing a language in part informed by our former overlord and in part by the native people, we may communicate easily with both parties to secure a brighter future for Cascadia."
 CSC_forts_of_hudson_bay:0 "The Forts of Hudson Bay"
 CSC_forts_of_hudson_bay_desc:0 "The Hudson Bay Company, responsible for colonising America’s north were faced with many opportunities for expanding their defensive efforts to Cascadia. Our mountainous home allowed for many outposts to be built along our southern border to defend against rival colonists and native raiders. As such, our people are born and ready to serve in the defence of their country as its loyal defenders."
 CSC_settling_boundaries:0 "Settling the Boundaries"
 CSC_settling_boundaries_desc:0 "For years, colonisers to our North and South disputed whom may own which lands along the Columbia River and the Rocky Mountains, hosting skirmishes and scuffles over the territory. Spaniards, Americans, and Brits all claimed the territory at some point, but now we stand as an independent state united as one, and thus none shall dare challenge our unity and independence again."
 CSC_nookta_sound:0 "Nookta Sound Trading"
 CSC_nookta_sound_desc:0 "The earliest colonial settlement of Cascadia took place when an ambitious explorer purchased a section of land from a native chieftain and from there established a trading post there to trade between natives and colonists alike. From there, more trading posts, forts, and eventually villages popped up along the shores of Cascadia until the region was rife with towns and colonies of equal size and grandeur to those in the East."
 CSC_oregon_trail:0 "The Oregon Trail"
 CSC_oregon_trail_desc:0 "Our home exists far to the West of the American continent, and settlers wishing to make a new life for themselves in Cascadia had to endure desert, mountains, rivers, and the ruthless conditions of the untamed lands of America. As such, only the hardiest of settlers survived to reach Cascadia, although they may have lost some of their company to dysentery…"
 ICE_ideas:0 "Icelandicі ідеї"
 ICE_ideas_start:0 "Icelandicі традиції"
 ICE_ideas_bonus:0 "Icelandicі амбіції"
 ICE_althingi:0 "The Althingi"
 ICE_althingi_desc:0 "The Althingi is an ancient and venerated form of Nordic democracy established by our forefathers and still practiced by our youth. The Lawspeaker must take his seat as the presiding official of the assembly. From his mouth, we shall learn of the laws in effect for our nation and all Icelandic ears shall listen and respect his words for it is his duty to proclaim the procedural law of the Althingi to those attending the assembly each year."
 ICE_hrafna_floki:0 "Legacy of Hrafna-Floki"
 ICE_hrafna_floki_desc:0 "A true king of ship building, Hrafna-Floki was said to be able to see ship planks in the trees. He taught his skills to many travelers and natives who met him in Iceland, and over the generations his teachings have been passed down and refined to a point where the shipbuilders of Iceland are beyond compare."
